Date,Location,WindGustSpeed,Humidity3pm
30/1/13,Albany,NA,67
31/1/13,Albany,NA,57
1/3/13,Albany,NA,67
2/3/13,Albany,NA,85
3/3/13,Albany,NA,74
4/3/13,Albany,NA,64
5/3/13,Albany,NA,69
6/3/13,Albany,NA,82
7/3/13,Albany,NA,69
8/3/13,Albany,NA,59
9/3/13,Albany,NA,72
10/3/13,Albany,NA,89
11/3/13,Albany,NA,62
12/3/13,Albany,NA,59
13/3/13,Albany,NA,61
14/3/13,Albany,NA,72
15/3/13,Albany,NA,85
16/3/13,Albany,NA,90
17/3/13,Albany,NA,85
18/3/13,Albany,NA,76
19/3/13,Albany,NA,79
20/3/13,Albany,NA,68
21/3/13,Albany,NA,62
22/3/13,Albany,NA,65
23/3/13,Albany,NA,59
24/3/13,Albany,NA,83
25/3/13,Albany,NA,80
26/3/13,Albany,NA,61
29/3/13,Albany,NA,NA
30/3/13,Albany,NA,61
31/3/13,Albany,NA,64
1/4/13,Albany,NA,74
2/4/13,Albany,NA,77
3/4/13,Albany,NA,65
4/4/13,Albany,NA,32
5/4/13,Albany,NA,69
6/4/13,Albany,NA,60
7/4/13,Albany,NA,84
8/4/13,Albany,NA,85
9/4/13,Albany,NA,82
10/4/13,Albany,NA,88
11/4/13,Albany,NA,83
12/4/13,Albany,NA,91
13/4/13,Albany,NA,74
14/4/13,Albany,NA,69
15/4/13,Albany,NA,70
16/4/13,Albany,NA,74
17/4/13,Albany,NA,83
18/4/13,Albany,NA,83
19/4/13,Albany,NA,74
20/4/13,Albany,NA,54
21/4/13,Albany,NA,66
22/4/13,Albany,NA,63
23/4/13,Albany,NA,73
24/4/13,Albany,NA,NA
25/4/13,Albany,NA,82
26/4/13,Albany,NA,71
27/4/13,Albany,NA,77
28/4/13,Albany,NA,87
29/4/13,Albany,NA,74
30/4/13,Albany,NA,75
1/5/13,Albany,NA,89
2/5/13,Albany,NA,80
3/5/13,Albany,NA,86
4/5/13,Albany,NA,73
5/5/13,Albany,NA,80
6/5/13,Albany,NA,81
7/5/13,Albany,NA,50
8/5/13,Albany,NA,62
9/5/13,Albany,NA,60
10/5/13,Albany,NA,68
11/5/13,Albany,NA,56
12/5/13,Albany,NA,89
13/5/13,Albany,NA,74
14/5/13,Albany,NA,77
15/5/13,Albany,NA,58
16/5/13,Albany,NA,52
17/5/13,Albany,NA,90
18/5/13,Albany,NA,61
19/5/13,Albany,NA,44
20/5/13,Albany,NA,53
21/5/13,Albany,NA,78
22/5/13,Albany,NA,63
23/5/13,Albany,NA,60
24/5/13,Albany,NA,52
25/5/13,Albany,NA,59
26/5/13,Albany,NA,62
27/5/13,Albany,NA,61
28/5/13,Albany,NA,65
29/5/13,Albany,NA,47
30/5/13,Albany,NA,70
31/5/13,Albany,NA,61
1/6/13,Albany,NA,67
2/6/13,Albany,NA,62
3/6/13,Albany,NA,68
4/6/13,Albany,NA,53
5/6/13,Albany,NA,71
6/6/13,Albany,NA,90
7/6/13,Albany,NA,61
8/6/13,Albany,NA,55
9/6/13,Albany,NA,86
10/6/13,Albany,NA,60
11/6/13,Albany,NA,56
12/6/13,Albany,NA,57
13/6/13,Albany,NA,52
14/6/13,Albany,NA,58
15/6/13,Albany,NA,59
16/6/13,Albany,NA,56
17/6/13,Albany,NA,69
18/6/13,Albany,NA,85
19/6/13,Albany,NA,63
20/6/13,Albany,NA,59
21/6/13,Albany,NA,60
22/6/13,Albany,NA,40
23/6/13,Albany,NA,37
24/6/13,Albany,NA,52
25/6/13,Albany,NA,59
26/6/13,Albany,NA,72
27/6/13,Albany,NA,62
28/6/13,Albany,NA,59
29/6/13,Albany,NA,62
30/6/13,Albany,NA,66
1/7/13,Albany,NA,51
2/7/13,Albany,NA,56
3/7/13,Albany,NA,69
4/7/13,Albany,NA,66
5/7/13,Albany,NA,86
6/7/13,Albany,NA,61
7/7/13,Albany,NA,54
8/7/13,Albany,NA,39
9/7/13,Albany,NA,84
10/7/13,Albany,NA,61
11/7/13,Albany,NA,74
12/7/13,Albany,NA,86
13/7/13,Albany,NA,54
14/7/13,Albany,NA,62
15/7/13,Albany,NA,75
16/7/13,Albany,NA,91
17/7/13,Albany,NA,73
18/7/13,Albany,NA,64
19/7/13,Albany,NA,74
20/7/13,Albany,NA,61
21/7/13,Albany,NA,54
22/7/13,Albany,NA,50
23/7/13,Albany,NA,37
24/7/13,Albany,NA,71
25/7/13,Albany,NA,66
26/7/13,Albany,NA,84
27/7/13,Albany,NA,84
28/7/13,Albany,NA,64
29/7/13,Albany,NA,71
30/7/13,Albany,NA,53
31/7/13,Albany,NA,86
1/8/13,Albany,NA,69
2/8/13,Albany,NA,88
3/8/13,Albany,NA,71
4/8/13,Albany,NA,55
5/8/13,Albany,NA,85
6/8/13,Albany,NA,94
7/8/13,Albany,NA,95
8/8/13,Albany,NA,71
9/8/13,Albany,NA,57
10/8/13,Albany,NA,44
11/8/13,Albany,NA,67
12/8/13,Albany,NA,83
13/8/13,Albany,NA,86
14/8/13,Albany,NA,56
15/8/13,Albany,NA,83
16/8/13,Albany,NA,66
17/8/13,Albany,NA,72
18/8/13,Albany,NA,69
19/8/13,Albany,NA,52
20/8/13,Albany,NA,77
21/8/13,Albany,NA,90
22/8/13,Albany,NA,87
23/8/13,Albany,NA,48
24/8/13,Albany,NA,69
25/8/13,Albany,NA,83
26/8/13,Albany,NA,93
27/8/13,Albany,NA,81
28/8/13,Albany,NA,79
29/8/13,Albany,NA,75
30/8/13,Albany,NA,58
31/8/13,Albany,NA,48
1/9/13,Albany,NA,47
2/9/13,Albany,NA,51
3/9/13,Albany,NA,81
4/9/13,Albany,NA,54
5/9/13,Albany,NA,59
6/9/13,Albany,NA,60
7/9/13,Albany,NA,70
8/9/13,Albany,NA,68
9/9/13,Albany,NA,43
10/9/13,Albany,NA,62
11/9/13,Albany,NA,85
12/9/13,Albany,NA,71
13/9/13,Albany,NA,74
14/9/13,Albany,NA,77
15/9/13,Albany,NA,81
16/9/13,Albany,NA,93
17/9/13,Albany,NA,54
18/9/13,Albany,NA,61
19/9/13,Albany,NA,76
20/9/13,Albany,NA,73
21/9/13,Albany,NA,53
22/9/13,Albany,NA,64
23/9/13,Albany,NA,56
24/9/13,Albany,NA,88
25/9/13,Albany,NA,61
26/9/13,Albany,NA,76
27/9/13,Albany,NA,66
28/9/13,Albany,NA,42
29/9/13,Albany,NA,74
30/9/13,Albany,NA,51
1/10/13,Albany,NA,51
2/10/13,Albany,NA,57
3/10/13,Albany,NA,81
4/10/13,Albany,NA,79
5/10/13,Albany,NA,63
6/10/13,Albany,NA,73
7/10/13,Albany,NA,42
8/10/13,Albany,NA,74
9/10/13,Albany,NA,65
10/10/13,Albany,NA,71
11/10/13,Albany,NA,69
12/10/13,Albany,NA,60
13/10/13,Albany,NA,57
14/10/13,Albany,NA,70
15/10/13,Albany,NA,69
16/10/13,Albany,NA,60
17/10/13,Albany,NA,70
18/10/13,Albany,NA,71
19/10/13,Albany,NA,86
20/10/13,Albany,NA,59
21/10/13,Albany,NA,70
22/10/13,Albany,NA,58
23/10/13,Albany,NA,64
24/10/13,Albany,NA,64
25/10/13,Albany,NA,79
26/10/13,Albany,NA,90
27/10/13,Albany,NA,77
28/10/13,Albany,NA,74
29/10/13,Albany,NA,72
30/10/13,Albany,NA,70
31/10/13,Albany,NA,76
1/11/13,Albany,NA,76
2/11/13,Albany,NA,65
3/11/13,Albany,NA,65
4/11/13,Albany,NA,64
5/11/13,Albany,NA,63
6/11/13,Albany,NA,79
7/11/13,Albany,NA,64
8/11/13,Albany,NA,58
9/11/13,Albany,NA,62
10/11/13,Albany,NA,60
11/11/13,Albany,NA,77
12/11/13,Albany,NA,78
13/11/13,Albany,NA,83
14/11/13,Albany,NA,70
15/11/13,Albany,NA,57
16/11/13,Albany,NA,72
17/11/13,Albany,NA,79
18/11/13,Albany,NA,55
19/11/13,Albany,NA,68
20/11/13,Albany,NA,64
21/11/13,Albany,NA,54
22/11/13,Albany,NA,89
23/11/13,Albany,NA,73
24/11/13,Albany,NA,61
25/11/13,Albany,NA,54
26/11/13,Albany,NA,61
27/11/13,Albany,NA,66
28/11/13,Albany,NA,66
29/11/13,Albany,NA,61
30/11/13,Albany,NA,64
1/12/13,Albany,NA,69
2/12/13,Albany,NA,69
3/12/13,Albany,NA,54
4/12/13,Albany,NA,57
5/12/13,Albany,NA,62
6/12/13,Albany,NA,71
7/12/13,Albany,NA,66
8/12/13,Albany,NA,75
9/12/13,Albany,NA,61
10/12/13,Albany,NA,62
11/12/13,Albany,NA,63
12/12/13,Albany,NA,70
13/12/13,Albany,NA,72
14/12/13,Albany,NA,74
15/12/13,Albany,NA,82
16/12/13,Albany,NA,79
17/12/13,Albany,NA,86
18/12/13,Albany,NA,64
19/12/13,Albany,NA,74
20/12/13,Albany,NA,57
21/12/13,Albany,NA,58
22/12/13,Albany,NA,56
23/12/13,Albany,NA,60
24/12/13,Albany,NA,67
25/12/13,Albany,NA,87
26/12/13,Albany,NA,69
27/12/13,Albany,NA,71
28/12/13,Albany,NA,84
29/12/13,Albany,NA,83
30/12/13,Albany,NA,85
1/1/14,Albany,NA,NA
2/1/14,Albany,NA,93
3/1/14,Albany,NA,88
4/1/14,Albany,NA,72
5/1/14,Albany,NA,53
6/1/14,Albany,NA,64
7/1/14,Albany,NA,77
8/1/14,Albany,NA,92
9/1/14,Albany,NA,82
10/1/14,Albany,NA,61
11/1/14,Albany,NA,71
12/1/14,Albany,NA,61
13/1/14,Albany,NA,71
14/1/14,Albany,NA,58
15/1/14,Albany,NA,61
16/1/14,Albany,NA,63
17/1/14,Albany,NA,56
18/1/14,Albany,NA,74
19/1/14,Albany,NA,71
20/1/14,Albany,NA,68
21/1/14,Albany,NA,65
22/1/14,Albany,NA,76
23/1/14,Albany,NA,88
24/1/14,Albany,NA,60
25/1/14,Albany,NA,72
26/1/14,Albany,NA,71
27/1/14,Albany,NA,75
28/1/14,Albany,NA,52
29/1/14,Albany,NA,60
30/1/14,Albany,NA,76
31/1/14,Albany,NA,75
1/2/14,Albany,NA,68
2/2/14,Albany,NA,47
3/2/14,Albany,NA,57
4/2/14,Albany,NA,63
5/2/14,Albany,NA,84
6/2/14,Albany,NA,88
7/2/14,Albany,NA,63
8/2/14,Albany,NA,57
9/2/14,Albany,NA,56
10/2/14,Albany,NA,78
11/2/14,Albany,NA,60
12/2/14,Albany,NA,76
13/2/14,Albany,NA,68
14/2/14,Albany,NA,63
15/2/14,Albany,NA,65
16/2/14,Albany,NA,67
17/2/14,Albany,NA,58
18/2/14,Albany,NA,66
19/2/14,Albany,NA,54
20/2/14,Albany,NA,60
21/2/14,Albany,NA,53
22/2/14,Albany,NA,64
23/2/14,Albany,NA,81
24/2/14,Albany,NA,71
25/2/14,Albany,NA,55
26/2/14,Albany,NA,53
27/2/14,Albany,NA,58
28/2/14,Albany,NA,66
1/3/14,Albany,NA,53
2/3/14,Albany,NA,78
3/3/14,Albany,NA,68
4/3/14,Albany,NA,66
5/3/14,Albany,NA,56
6/3/14,Albany,NA,61
7/3/14,Albany,NA,64
8/3/14,Albany,NA,60
9/3/14,Albany,NA,62
10/3/14,Albany,NA,61
11/3/14,Albany,NA,58
12/3/14,Albany,NA,74
13/3/14,Albany,NA,77
14/3/14,Albany,NA,57
15/3/14,Albany,NA,59
16/3/14,Albany,NA,73
17/3/14,Albany,NA,75
18/3/14,Albany,NA,88
19/3/14,Albany,NA,72
20/3/14,Albany,NA,70
21/3/14,Albany,NA,55
22/3/14,Albany,NA,74
23/3/14,Albany,NA,67
24/3/14,Albany,NA,67
25/3/14,Albany,NA,70
26/3/14,Albany,NA,71
27/3/14,Albany,NA,68
28/3/14,Albany,NA,72
29/3/14,Albany,NA,94
30/3/14,Albany,NA,76
31/3/14,Albany,NA,70
1/4/14,Albany,NA,64
2/4/14,Albany,NA,74
3/4/14,Albany,NA,67
4/4/14,Albany,NA,71
5/4/14,Albany,NA,70
6/4/14,Albany,NA,77
7/4/14,Albany,NA,68
8/4/14,Albany,NA,65
9/4/14,Albany,NA,60
10/4/14,Albany,NA,NA
11/4/14,Albany,NA,61
12/4/14,Albany,NA,82
13/4/14,Albany,NA,82
14/4/14,Albany,NA,76
15/4/14,Albany,NA,63
16/4/14,Albany,NA,57
18/4/14,Albany,NA,NA
19/4/14,Albany,NA,64
20/4/14,Albany,NA,65
21/4/14,Albany,NA,57
22/4/14,Albany,NA,53
23/4/14,Albany,NA,62
25/4/14,Albany,NA,87
26/4/14,Albany,NA,70
27/4/14,Albany,NA,72
28/4/14,Albany,NA,58
29/4/14,Albany,NA,59
30/4/14,Albany,NA,58
1/5/14,Albany,NA,60
2/5/14,Albany,NA,66
3/5/14,Albany,NA,79
4/5/14,Albany,NA,91
5/5/14,Albany,NA,90
6/5/14,Albany,NA,78
7/5/14,Albany,NA,63
8/5/14,Albany,NA,56
9/5/14,Albany,NA,70
10/5/14,Albany,NA,69
11/5/14,Albany,NA,51
12/5/14,Albany,NA,55
13/5/14,Albany,NA,53
14/5/14,Albany,NA,80
15/5/14,Albany,NA,67
16/5/14,Albany,NA,75
17/5/14,Albany,NA,67
18/5/14,Albany,NA,90
19/5/14,Albany,NA,77
20/5/14,Albany,NA,78
21/5/14,Albany,NA,70
22/5/14,Albany,NA,69
23/5/14,Albany,NA,67
24/5/14,Albany,NA,61
25/5/14,Albany,NA,92
26/5/14,Albany,NA,71
27/5/14,Albany,NA,80
28/5/14,Albany,NA,65
29/5/14,Albany,NA,71
30/5/14,Albany,NA,96
31/5/14,Albany,NA,74
1/6/14,Albany,NA,84
2/6/14,Albany,NA,79
3/6/14,Albany,NA,72
4/6/14,Albany,NA,64
5/6/14,Albany,NA,75
6/6/14,Albany,NA,53
7/6/14,Albany,NA,60
8/6/14,Albany,NA,59
9/6/14,Albany,NA,83
10/6/14,Albany,NA,80
11/6/14,Albany,NA,88
12/6/14,Albany,NA,71
13/6/14,Albany,NA,96
14/6/14,Albany,NA,79
15/6/14,Albany,NA,81
16/6/14,Albany,NA,62
17/6/14,Albany,NA,52
18/6/14,Albany,NA,96
19/6/14,Albany,NA,77
20/6/14,Albany,NA,62
21/6/14,Albany,NA,88
22/6/14,Albany,NA,62
23/6/14,Albany,NA,86
24/6/14,Albany,NA,89
25/6/14,Albany,NA,79
26/6/14,Albany,NA,73
27/6/14,Albany,NA,78
28/6/14,Albany,NA,83
29/6/14,Albany,NA,59
30/6/14,Albany,NA,47
1/7/14,Albany,NA,65
2/7/14,Albany,NA,85
3/7/14,Albany,NA,61
4/7/14,Albany,NA,59
5/7/14,Albany,NA,70
6/7/14,Albany,NA,93
7/7/14,Albany,NA,76
8/7/14,Albany,NA,70
9/7/14,Albany,NA,76
10/7/14,Albany,NA,71
11/7/14,Albany,NA,71
12/7/14,Albany,NA,69
13/7/14,Albany,NA,52
14/7/14,Albany,NA,81
15/7/14,Albany,NA,61
16/7/14,Albany,NA,79
17/7/14,Albany,NA,86
18/7/14,Albany,NA,67
19/7/14,Albany,NA,58
20/7/14,Albany,NA,76
21/7/14,Albany,NA,57
22/7/14,Albany,NA,88
23/7/14,Albany,NA,74
24/7/14,Albany,NA,62
25/7/14,Albany,NA,70
26/7/14,Albany,NA,75
27/7/14,Albany,NA,73
28/7/14,Albany,NA,70
29/7/14,Albany,NA,59
30/7/14,Albany,NA,85
31/7/14,Albany,NA,67
1/8/14,Albany,NA,55
2/8/14,Albany,NA,55
3/8/14,Albany,NA,63
4/8/14,Albany,NA,62
5/8/14,Albany,NA,35
6/8/14,Albany,NA,32
7/8/14,Albany,NA,89
8/8/14,Albany,NA,60
9/8/14,Albany,NA,84
10/8/14,Albany,NA,75
11/8/14,Albany,NA,59
12/8/14,Albany,NA,50
13/8/14,Albany,NA,38
14/8/14,Albany,NA,62
15/8/14,Albany,NA,61
16/8/14,Albany,NA,50
17/8/14,Albany,NA,53
18/8/14,Albany,NA,83
19/8/14,Albany,NA,71
20/8/14,Albany,NA,51
21/8/14,Albany,NA,89
22/8/14,Albany,NA,58
23/8/14,Albany,NA,45
24/8/14,Albany,NA,46
25/8/14,Albany,NA,52
26/8/14,Albany,NA,51
27/8/14,Albany,NA,63
28/8/14,Albany,NA,58
29/8/14,Albany,NA,87
30/8/14,Albany,NA,66
31/8/14,Albany,NA,67
1/9/14,Albany,NA,45
2/9/14,Albany,NA,66
3/9/14,Albany,NA,61
4/9/14,Albany,NA,75
5/9/14,Albany,NA,45
6/9/14,Albany,NA,65
7/9/14,Albany,NA,56
8/9/14,Albany,NA,77
9/9/14,Albany,NA,67
10/9/14,Albany,NA,76
11/9/14,Albany,NA,71
12/9/14,Albany,NA,62
13/9/14,Albany,NA,56
14/9/14,Albany,NA,81
15/9/14,Albany,NA,57
16/9/14,Albany,NA,66
17/9/14,Albany,NA,74
18/9/14,Albany,NA,76
19/9/14,Albany,NA,66
20/9/14,Albany,NA,32
21/9/14,Albany,NA,93
22/9/14,Albany,NA,58
23/9/14,Albany,NA,71
24/9/14,Albany,NA,75
25/9/14,Albany,NA,55
26/9/14,Albany,NA,47
27/9/14,Albany,NA,73
28/9/14,Albany,NA,67
29/9/14,Albany,NA,57
30/9/14,Albany,NA,64
1/10/14,Albany,NA,75
2/10/14,Albany,NA,64
3/10/14,Albany,NA,69
4/10/14,Albany,NA,64
5/10/14,Albany,NA,88
6/10/14,Albany,NA,65
7/10/14,Albany,NA,58
8/10/14,Albany,NA,58
9/10/14,Albany,NA,77
10/10/14,Albany,NA,69
11/10/14,Albany,NA,71
12/10/14,Albany,NA,54
13/10/14,Albany,NA,56
14/10/14,Albany,NA,58
15/10/14,Albany,NA,69
16/10/14,Albany,NA,62
17/10/14,Albany,NA,72
18/10/14,Albany,NA,73
19/10/14,Albany,NA,89
20/10/14,Albany,NA,90
21/10/14,Albany,NA,62
22/10/14,Albany,NA,72
23/10/14,Albany,NA,95
24/10/14,Albany,NA,87
25/10/14,Albany,NA,88
26/10/14,Albany,NA,56
27/10/14,Albany,NA,67
28/10/14,Albany,NA,67
29/10/14,Albany,NA,73
30/10/14,Albany,NA,66
31/10/14,Albany,NA,56
1/11/14,Albany,NA,54
2/11/14,Albany,NA,80
3/11/14,Albany,NA,57
4/11/14,Albany,NA,64
5/11/14,Albany,NA,78
6/11/14,Albany,NA,42
7/11/14,Albany,NA,63
8/11/14,Albany,NA,63
9/11/14,Albany,NA,71
10/11/14,Albany,NA,46
11/11/14,Albany,NA,74
12/11/14,Albany,NA,70
13/11/14,Albany,NA,59
14/11/14,Albany,NA,55
15/11/14,Albany,NA,60
16/11/14,Albany,NA,65
17/11/14,Albany,NA,77
18/11/14,Albany,NA,74
19/11/14,Albany,NA,62
20/11/14,Albany,NA,43
21/11/14,Albany,NA,73
22/11/14,Albany,NA,61
23/11/14,Albany,NA,65
24/11/14,Albany,NA,60
25/11/14,Albany,NA,68
26/11/14,Albany,NA,74
27/11/14,Albany,NA,83
28/11/14,Albany,NA,72
29/11/14,Albany,NA,74
30/11/14,Albany,NA,65
1/12/14,Albany,NA,91
2/12/14,Albany,NA,51
3/12/14,Albany,NA,55
4/12/14,Albany,NA,72
5/12/14,Albany,NA,59
6/12/14,Albany,NA,57
7/12/14,Albany,NA,62
8/12/14,Albany,NA,81
9/12/14,Albany,NA,62
10/12/14,Albany,NA,78
11/12/14,Albany,NA,67
12/12/14,Albany,NA,68
13/12/14,Albany,NA,56
14/12/14,Albany,NA,72
15/12/14,Albany,NA,78
16/12/14,Albany,NA,61
17/12/14,Albany,NA,66
18/12/14,Albany,NA,63
19/12/14,Albany,NA,67
20/12/14,Albany,NA,78
21/12/14,Albany,NA,60
22/12/14,Albany,NA,63
23/12/14,Albany,NA,78
26/12/14,Albany,NA,NA
27/12/14,Albany,NA,73
28/12/14,Albany,NA,78
29/12/14,Albany,NA,74
30/12/14,Albany,NA,76
31/12/14,Albany,NA,76
1/1/15,Albany,NA,NA
2/1/15,Albany,NA,65
3/1/15,Albany,NA,57
4/1/15,Albany,NA,72
5/1/15,Albany,NA,75
6/1/15,Albany,NA,81
7/1/15,Albany,NA,61
8/1/15,Albany,NA,66
9/1/15,Albany,NA,67
10/1/15,Albany,NA,54
11/1/15,Albany,NA,60
12/1/15,Albany,NA,69
13/1/15,Albany,NA,71
14/1/15,Albany,NA,76
15/1/15,Albany,NA,69
16/1/15,Albany,NA,65
17/1/15,Albany,NA,73
18/1/15,Albany,NA,69
19/1/15,Albany,NA,63
20/1/15,Albany,NA,51
21/1/15,Albany,NA,74
22/1/15,Albany,NA,68
23/1/15,Albany,NA,68
24/1/15,Albany,NA,68
25/1/15,Albany,NA,58
26/1/15,Albany,NA,57
27/1/15,Albany,NA,71
28/1/15,Albany,NA,58
29/1/15,Albany,NA,72
30/1/15,Albany,NA,63
31/1/15,Albany,NA,68
1/2/15,Albany,NA,58
2/2/15,Albany,NA,66
3/2/15,Albany,NA,70
4/2/15,Albany,NA,64
5/2/15,Albany,NA,80
6/2/15,Albany,NA,76
7/2/15,Albany,NA,61
8/2/15,Albany,NA,74
9/2/15,Albany,NA,72
10/2/15,Albany,NA,64
11/2/15,Albany,NA,64
12/2/15,Albany,NA,78
13/2/15,Albany,NA,70
14/2/15,Albany,NA,59
15/2/15,Albany,NA,55
16/2/15,Albany,NA,63
17/2/15,Albany,NA,72
18/2/15,Albany,NA,82
19/2/15,Albany,NA,65
20/2/15,Albany,NA,67
21/2/15,Albany,NA,74
22/2/15,Albany,NA,58
23/2/15,Albany,NA,56
24/2/15,Albany,NA,70
25/2/15,Albany,NA,71
26/2/15,Albany,NA,95
27/2/15,Albany,NA,70
28/2/15,Albany,NA,54
1/3/15,Albany,NA,62
2/3/15,Albany,NA,58
3/3/15,Albany,NA,58
4/3/15,Albany,NA,59
5/3/15,Albany,NA,70
6/3/15,Albany,NA,70
7/3/15,Albany,NA,99
8/3/15,Albany,NA,61
9/3/15,Albany,NA,74
10/3/15,Albany,NA,61
11/3/15,Albany,NA,60
12/3/15,Albany,NA,76
13/3/15,Albany,NA,70
14/3/15,Albany,NA,88
15/3/15,Albany,NA,76
16/3/15,Albany,NA,79
17/3/15,Albany,NA,74
18/3/15,Albany,NA,63
19/3/15,Albany,NA,62
20/3/15,Albany,NA,63
21/3/15,Albany,NA,88
22/3/15,Albany,NA,59
23/3/15,Albany,NA,51
24/3/15,Albany,NA,53
25/3/15,Albany,NA,69
26/3/15,Albany,NA,62
27/3/15,Albany,NA,58
28/3/15,Albany,NA,65
29/3/15,Albany,NA,69
30/3/15,Albany,NA,81
31/3/15,Albany,NA,88
1/4/15,Albany,NA,59
2/4/15,Albany,NA,65
3/4/15,Albany,NA,NA
4/4/15,Albany,NA,56
5/4/15,Albany,NA,72
6/4/15,Albany,NA,54
7/4/15,Albany,NA,63
8/4/15,Albany,NA,82
9/4/15,Albany,NA,NA
10/4/15,Albany,NA,83
11/4/15,Albany,NA,90
12/4/15,Albany,NA,82
13/4/15,Albany,NA,78
14/4/15,Albany,NA,73
15/4/15,Albany,NA,55
16/4/15,Albany,NA,62
17/4/15,Albany,NA,66
18/4/15,Albany,NA,59
19/4/15,Albany,NA,63
20/4/15,Albany,NA,59
21/4/15,Albany,NA,59
22/4/15,Albany,NA,75
23/4/15,Albany,NA,77
24/4/15,Albany,NA,70
25/4/15,Albany,NA,60
26/4/15,Albany,NA,66
27/4/15,Albany,NA,61
28/4/15,Albany,NA,34
29/4/15,Albany,NA,36
30/4/15,Albany,NA,78
1/5/15,Albany,NA,55
2/5/15,Albany,NA,55
3/5/15,Albany,NA,87
4/5/15,Albany,NA,67
5/5/15,Albany,NA,75
6/5/15,Albany,NA,64
7/5/15,Albany,NA,66
8/5/15,Albany,NA,74
9/5/15,Albany,NA,75
10/5/15,Albany,NA,87
11/5/15,Albany,NA,87
12/5/15,Albany,NA,78
13/5/15,Albany,NA,49
14/5/15,Albany,NA,35
15/5/15,Albany,NA,31
16/5/15,Albany,NA,41
17/5/15,Albany,NA,82
18/5/15,Albany,NA,86
20/5/15,Albany,NA,73
21/5/15,Albany,NA,82
22/5/15,Albany,NA,67
23/5/15,Albany,NA,70
24/5/15,Albany,NA,58
25/5/15,Albany,NA,76
26/5/15,Albany,NA,63
27/5/15,Albany,NA,64
28/5/15,Albany,NA,72
29/5/15,Albany,NA,66
30/5/15,Albany,NA,64
31/5/15,Albany,NA,56
1/6/15,Albany,NA,42
2/6/15,Albany,NA,47
3/6/15,Albany,NA,82
4/6/15,Albany,NA,58
5/6/15,Albany,NA,60
6/6/15,Albany,NA,74
7/6/15,Albany,NA,83
8/6/15,Albany,NA,69
9/6/15,Albany,NA,49
10/6/15,Albany,NA,49
11/6/15,Albany,NA,50
12/6/15,Albany,NA,87
13/6/15,Albany,NA,67
14/6/15,Albany,NA,69
15/6/15,Albany,NA,66
16/6/15,Albany,NA,60
17/6/15,Albany,NA,68
18/6/15,Albany,NA,76
19/6/15,Albany,NA,72
20/6/15,Albany,NA,77
21/6/15,Albany,NA,84
22/6/15,Albany,NA,85
23/6/15,Albany,NA,54
24/6/15,Albany,NA,58
25/6/15,Albany,NA,61
26/6/15,Albany,NA,59
27/6/15,Albany,NA,61
28/6/15,Albany,NA,52
29/6/15,Albany,NA,61
30/6/15,Albany,NA,55
1/7/15,Albany,NA,82
2/7/15,Albany,NA,85
3/7/15,Albany,NA,93
4/7/15,Albany,NA,58
5/7/15,Albany,NA,65
6/7/15,Albany,NA,60
7/7/15,Albany,NA,89
8/7/15,Albany,NA,46
9/7/15,Albany,NA,63
10/7/15,Albany,NA,58
11/7/15,Albany,NA,93
12/7/15,Albany,NA,63
13/7/15,Albany,NA,66
14/7/15,Albany,NA,73
15/7/15,Albany,NA,59
16/7/15,Albany,NA,55
17/7/15,Albany,NA,51
18/7/15,Albany,NA,74
19/7/15,Albany,NA,68
20/7/15,Albany,NA,67
21/7/15,Albany,NA,58
22/7/15,Albany,NA,53
23/7/15,Albany,NA,72
24/7/15,Albany,NA,60
25/7/15,Albany,NA,70
26/7/15,Albany,NA,64
27/7/15,Albany,NA,55
28/7/15,Albany,NA,56
29/7/15,Albany,NA,85
30/7/15,Albany,NA,82
31/7/15,Albany,NA,71
1/8/15,Albany,NA,NA
2/8/15,Albany,NA,NA
3/8/15,Albany,NA,NA
4/8/15,Albany,NA,NA
5/8/15,Albany,NA,NA
6/8/15,Albany,NA,NA
7/8/15,Albany,NA,NA
8/8/15,Albany,NA,NA
9/8/15,Albany,NA,NA
10/8/15,Albany,NA,NA
11/8/15,Albany,NA,NA
12/8/15,Albany,NA,NA
13/8/15,Albany,NA,NA
14/8/15,Albany,NA,NA
15/8/15,Albany,NA,NA
16/8/15,Albany,NA,NA
17/8/15,Albany,NA,NA
18/8/15,Albany,NA,NA
19/8/15,Albany,NA,NA
20/8/15,Albany,NA,NA
21/8/15,Albany,NA,NA
22/8/15,Albany,NA,NA
23/8/15,Albany,NA,NA
24/8/15,Albany,NA,NA
25/8/15,Albany,NA,NA
26/8/15,Albany,NA,NA
27/8/15,Albany,NA,NA
28/8/15,Albany,NA,NA
29/8/15,Albany,NA,NA
30/8/15,Albany,NA,NA
31/8/15,Albany,NA,NA
1/9/15,Albany,NA,NA
2/9/15,Albany,NA,NA
3/9/15,Albany,NA,NA
4/9/15,Albany,NA,NA
5/9/15,Albany,NA,NA
6/9/15,Albany,NA,NA
7/9/15,Albany,NA,NA
8/9/15,Albany,NA,NA
9/9/15,Albany,NA,NA
10/9/15,Albany,NA,NA
11/9/15,Albany,NA,NA
12/9/15,Albany,NA,NA
13/9/15,Albany,NA,NA
14/9/15,Albany,NA,NA
15/9/15,Albany,NA,NA
16/9/15,Albany,NA,NA
17/9/15,Albany,NA,NA
18/9/15,Albany,NA,NA
19/9/15,Albany,NA,NA
